loan_amnt,int_rate,annual_inc,emp_length,grade,home_ownership,purpose,loan_status,issue_d
6400,11.99,50000.0,2 years,B,RENT,credit_card,Fully Paid,Oct-2017
30000,13.59,160000.0,10+ years,C,OWN,debt_consolidation,Current,Jun-2017
16000,21.45,50000.0,6 years,D,MORTGAGE,debt_consolidation,Current,Jan-2018
9000,10.64,68000.0,2 years,B,MORTGAGE,debt_consolidation,Fully Paid,Aug-2013
40000,11.99,180000.0,< 1 year,B,MORTGAGE,moving,Current,Dec-2017
10000,6.11,90000.0,1 year,A,RENT,debt_consolidation,Current,Nov-2018
10800,26.24,55400.0,10+ years,E,MORTGAGE,debt_consolidation,Fully Paid,Feb-2017
16000,16.01,92000.0,2 years,C,RENT,debt_consolidation,Current,Apr-2018
6000,10.56,22000.0,< 1 year,B,RENT,debt_consolidation,Current,Jun-2018
6000,8.18,50000.0,5 years,B,RENT,debt_consolidation,Fully Paid,Jul-2015
25000,16.59,63000.0,10+ years,D,MORTGAGE,home_improvement,Current,Jan-2016
6000,14.47,40000.0,9 years,C,RENT,debt_consolidation,Current,Aug-2018
5000,13.49,70000.0,3 years,C,RENT,credit_card,Fully Paid,Jan-2017
17000,7.9,275000.0,10+ years,A,RENT,credit_card,Fully Paid,Jan-2014
28600,24.24,65000.0,,F,RENT,debt_consolidation,Charged Off,Jan-2016
1800,11.49,70000.0,4 years,B,RENT,credit_card,Fully Paid,Feb-2017
12000,9.92,50000.0,10+ years,B,MORTGAGE,credit_card,Current,May-2018
20800,12.88,52100.0,10+ years,C,MORTGAGE,debt_consolidation,Late (31-120 days),Jan-2016
1000,14.08,36000.0,10+ years,C,MORTGAGE,debt_consolidation,Current,May-2017
9000,13.33,47000.0,4 years,C,OWN,debt_consolidation,Fully Paid,Aug-2015
12000,30.84,100000.0,10+ years,G,MORTGAGE,credit_card,Late (31-120 days),Aug-2017
3025,8.59,75500.0,10+ years,A,MORTGAGE,home_improvement,Current,Jul-2016
8700,8.24,43500.0,2 years,B,RENT,debt_consolidation,Fully Paid,Dec-2016
35000,30.79,15000.0,10+ years,G,OWN,debt_consolidation,Current,Aug-2018
18000,16.29,70000.0,10+ years,D,MORTGAGE,home_improvement,Fully Paid,Jun-2016
34825,12.61,125000.0,2 years,C,MORTGAGE,credit_card,Current,Mar-2018
16200,6.62,62000.0,2 years,A,MORTGAGE,credit_card,Fully Paid,Nov-2013
39750,10.42,250000.0,10+ years,B,MORTGAGE,debt_consolidation,Current,Nov-2017
5000,12.69,63000.0,2 years,C,MORTGAGE,debt_consolidation,Fully Paid,Aug-2015
20000,11.14,100000.0,1 year,B,RENT,debt_consolidation,Fully Paid,Dec-2012
7150,18.25,40000.0,5 years,E,RENT,debt_consolidation,Charged Off,Jun-2015
12000,18.75,68000.0,3 years,D,MORTGAGE,debt_consolidation,Fully Paid,Mar-2013
34800,7.35,145000.0,10+ years,A,MORTGAGE,credit_card,Current,Sep-2017
9000,9.17,95000.0,1 year,B,RENT,debt_consolidation,Charged Off,Oct-2014
35000,13.35,144000.0,10+ years,C,MORTGAGE,debt_consolidation,Fully Paid,Jul-2014
15000,24.49,55000.0,10+ years,E,RENT,debt_consolidation,Fully Paid,Jul-2016
8000,18.99,63000.0,3 years,D,MORTGAGE,home_improvement,Fully Paid,Mar-2017
22000,15.59,125000.0,10+ years,D,MORTGAGE,debt_consolidation,Fully Paid,Jan-2015
15000,11.44,80000.0,1 year,B,MORTGAGE,debt_consolidation,Current,Feb-2017
20650,10.91,51000.0,10+ years,B,OWN,credit_card,Current,Jan-2018
10000,22.91,60000.0,10+ years,E,RENT,debt_consolidation,Current,Nov-2017
9000,7.51,80400.0,4 years,A,RENT,debt_consolidation,Fully Paid,Nov-2011
12000,7.35,82000.0,4 years,A,RENT,credit_card,Current,Jun-2017
13450,13.67,32043.0,,C,MORTGAGE,debt_consolidation,Charged Off,Nov-2015
10000,6.72,35000.0,,A,MORTGAGE,credit_card,Current,Dec-2017
8000,12.39,65120.0,10+ years,C,RENT,debt_consolidation,Charged Off,Jan-2015
18100,26.3,25000.0,3 years,E,OWN,debt_consolidation,Fully Paid,Jan-2018
3600,10.91,50000.0,1 year,B,RENT,debt_consolidation,Current,Jan-2018
8000,11.44,38000.0,3 years,B,RENT,other,Current,Nov-2016
13200,10.42,95000.0,4 years,B,MORTGAGE,debt_consolidation,Charged Off,Dec-2017
12000,10.99,60000.0,3 years,B,RENT,debt_consolidation,Fully Paid,Jul-2016
14000,5.32,115000.0,2 years,A,MORTGAGE,debt_consolidation,Fully Paid,Feb-2017
20000,24.85,38000.0,< 1 year,E,MORTGAGE,debt_consolidation,Current,Sep-2017
15000,7.84,38000.0,6 years,A,MORTGAGE,home_improvement,Current,Sep-2018
3600,10.42,70000.0,2 years,B,MORTGAGE,credit_card,Current,Sep-2017
1000,12.62,65000.0,10+ years,C,OWN,debt_consolidation,Current,Aug-2017
20000,20.39,10000.0,2 years,D,MORTGAGE,debt_consolidation,Current,May-2018
24400,9.99,70000.0,8 years,B,RENT,debt_consolidation,Fully Paid,Jul-2015
40000,12.62,120000.0,5 years,C,MORTGAGE,small_business,Current,Sep-2017
16000,9.44,103850.0,2 years,B,OWN,other,Current,Jan-2018
8400,7.99,60000.0,7 years,A,MORTGAGE,credit_card,Fully Paid,Apr-2017
15000,11.49,85000.0,5 years,B,MORTGAGE,credit_card,Current,Jul-2016
6000,13.11,57000.0,5 years,B,RENT,credit_card,Fully Paid,Nov-2012
15000,8.18,84000.0,1 year,B,RENT,debt_consolidation,Fully Paid,May-2015
10575,17.57,32000.0,3 years,D,RENT,debt_consolidation,Fully Paid,Oct-2014
16000,13.59,60000.0,10+ years,C,RENT,other,Current,Nov-2017
24125,16.99,50000.0,10+ years,D,MORTGAGE,debt_consolidation,Charged Off,Jul-2015
6000,8.46,55000.0,5 years,A,RENT,debt_consolidation,Current,Nov-2018
10000,12.98,134000.0,10+ years,B,MORTGAGE,other,Current,Nov-2018
5000,9.17,159000.0,1 year,B,RENT,debt_consolidation,Fully Paid,Jan-2016
16000,21.98,63000.0,10+ years,E,RENT,debt_consolidation,Charged Off,Apr-2013
14000,12.69,55000.0,6 years,C,OWN,debt_consolidation,Fully Paid,Oct-2015
11225,19.53,52000.0,10+ years,D,OWN,debt_consolidation,Fully Paid,Mar-2016
20000,17.97,87000.0,10+ years,D,MORTGAGE,major_purchase,Current,Nov-2018
15000,9.93,50000.0,3 years,B,RENT,debt_consolidation,Fully Paid,Jun-2017
24000,14.99,55000.0,4 years,C,MORTGAGE,debt_consolidation,Fully Paid,Jan-2017
12000,18.54,30000.0,8 years,E,OWN,debt_consolidation,Fully Paid,Nov-2014
11000,9.17,100000.0,10+ years,B,MORTGAGE,debt_consolidation,Fully Paid,Aug-2015
12000,9.99,108000.0,9 years,B,RENT,credit_card,Fully Paid,Jul-2015
15000,20.2,40000.0,8 years,E,MORTGAGE,debt_consolidation,Fully Paid,Aug-2014
28000,20.0,41600.0,2 years,D,MORTGAGE,debt_consolidation,Current,Jan-2018
21000,13.59,67500.0,4 years,C,RENT,debt_consolidation,Current,May-2017
24250,9.16,83000.0,10+ years,B,RENT,debt_consolidation,Fully Paid,May-2016
5000,7.97,38000.0,9 years,A,RENT,credit_card,Fully Paid,Feb-2018
7200,20.2,55000.0,10+ years,E,RENT,home_improvement,Charged Off,Aug-2014
20400,9.93,53000.0,,B,MORTGAGE,credit_card,Current,Feb-2018
15000,11.05,46000.0,10+ years,B,MORTGAGE,debt_consolidation,Current,Jun-2018
15250,21.98,85000.0,6 years,E,OWN,other,Charged Off,Jun-2013
6000,12.74,41000.0,5 years,C,OWN,debt_consolidation,Current,Nov-2016
40000,5.31,40000.0,9 years,A,MORTGAGE,debt_consolidation,Current,May-2018
16000,7.12,48000.0,10+ years,A,MORTGAGE,debt_consolidation,Fully Paid,Oct-2014
6000,18.25,46000.0,1 year,D,RENT,credit_card,Fully Paid,Mar-2012
10000,7.34,45000.0,2 years,A,MORTGAGE,credit_card,Current,Apr-2018
20000,7.97,52000.0,3 years,A,MORTGAGE,debt_consolidation,Late (31-120 days),Sep-2017
2000,9.44,45000.0,7 years,B,MORTGAGE,medical,Fully Paid,Sep-2017
7200,5.32,49200.0,< 1 year,A,RENT,debt_consolidation,Fully Paid,Apr-2017
35000,15.61,115000.0,10+ years,C,MORTGAGE,credit_card,Fully Paid,Feb-2014
35000,17.09,102000.0,10+ years,D,RENT,credit_card,Charged Off,Jan-2018
32400,19.92,43000.0,10+ years,D,RENT,debt_consolidation,Current,Dec-2018
7000,11.53,70000.0,3 years,B,RENT,debt_consolidation,Charged Off,Feb-2015
10000,20.0,71000.0,10+ years,D,MORTGAGE,home_improvement,Fully Paid,Jun-2017
1200,17.57,70000.0,5 years,D,RENT,vacation,Charged Off,Jun-2014
30000,7.49,70523.0,10+ years,A,OWN,debt_consolidation,Fully Paid,Jan-2015
10000,14.08,52000.0,3 years,C,RENT,credit_card,Current,Jan-2018
20000,13.18,98000.0,8 years,C,RENT,debt_consolidation,Charged Off,Dec-2015
17000,8.9,50960.0,2 years,A,MORTGAGE,debt_consolidation,Fully Paid,Sep-2013
17000,11.44,100003.0,,B,MORTGAGE,debt_consolidation,Fully Paid,Dec-2016
35000,14.65,90000.0,10+ years,C,MORTGAGE,debt_consolidation,Charged Off,Mar-2015
10000,10.91,40000.0,< 1 year,B,RENT,credit_card,Current,Dec-2017
4500,17.47,45000.0,6 years,D,RENT,debt_consolidation,Current,Apr-2018
8000,11.99,42000.0,10+ years,C,RENT,small_business,Fully Paid,Jun-2016
32000,6.83,115000.0,,A,OWN,debt_consolidation,Fully Paid,Jun-2018
12625,26.3,41000.0,9 years,E,RENT,debt_consolidation,Current,Jul-2017
5000,11.55,18000.0,4 years,B,RENT,debt_consolidation,Current,Aug-2018
10000,10.49,41000.0,1 year,B,RENT,credit_card,Fully Paid,Jan-2017
4000,15.59,66000.0,10+ years,C,OWN,other,Fully Paid,Sep-2016
25000,12.99,107000.0,2 years,C,MORTGAGE,debt_consolidation,Charged Off,Jun-2016
12800,14.09,100000.0,5 years,B,RENT,debt_consolidation,Fully Paid,Dec-2012
12800,13.18,59600.0,10+ years,C,MORTGAGE,credit_card,Fully Paid,Nov-2015
35000,9.16,172000.0,7 years,B,RENT,credit_card,Charged Off,Feb-2016
16000,21.45,72000.0,10+ years,D,MORTGAGE,debt_consolidation,Current,Dec-2017
6000,11.49,70000.0,10+ years,B,MORTGAGE,debt_consolidation,Current,Sep-2016
18000,9.17,94000.0,7 years,B,MORTGAGE,debt_consolidation,Fully Paid,Aug-2015
6000,11.49,65000.0,10+ years,B,RENT,debt_consolidation,Current,Mar-2017
8000,11.99,40000.0,10+ years,B,RENT,credit_card,Fully Paid,Jan-2014
6000,19.42,42000.0,5 years,D,RENT,credit_card,Current,Feb-2018
8000,15.59,48000.0,5 years,C,OWN,debt_consolidation,Late (31-120 days),Jul-2016
5000,16.29,40000.0,10+ years,D,OWN,debt_consolidation,Fully Paid,Aug-2014
2200,11.53,77086.0,10+ years,B,MORTGAGE,home_improvement,Fully Paid,Apr-2015
20000,13.99,53000.0,10+ years,C,MORTGAGE,debt_consolidation,Current,Mar-2015
7200,22.9,105000.0,2 years,E,RENT,debt_consolidation,Current,Mar-2018
25500,11.48,51000.0,4 years,B,MORTGAGE,credit_card,Fully Paid,Jan-2016
8500,10.07,75000.0,10+ years,B,MORTGAGE,other,Current,May-2018
3500,6.72,70000.0,6 years,A,MORTGAGE,debt_consolidation,Current,Dec-2017
35000,16.99,101000.0,10+ years,D,OWN,credit_card,Current,Oct-2015
18000,5.32,136000.0,2 years,A,MORTGAGE,vacation,Charged Off,Jan-2016
30000,10.75,90000.0,10+ years,B,MORTGAGE,credit_card,Current,May-2016
40000,11.8,650000.0,10+ years,B,MORTGAGE,credit_card,Current,Dec-2018
6000,14.07,30000.0,10+ years,C,RENT,debt_consolidation,Current,Mar-2018
16000,13.56,57000.0,5 years,C,OWN,debt_consolidation,Current,Oct-2018
5000,17.97,41000.0,10+ years,D,OWN,debt_consolidation,Current,Aug-2018
20000,16.29,76000.0,4 years,D,MORTGAGE,credit_card,Charged Off,Mar-2016
23000,12.69,120000.0,5 years,C,MORTGAGE,debt_consolidation,Fully Paid,Feb-2015
24000,26.3,85000.0,10+ years,E,MORTGAGE,debt_consolidation,Fully Paid,Oct-2017
5600,16.29,42000.0,5 years,D,OWN,debt_consolidation,Fully Paid,Jun-2014
3100,6.72,38000.0,3 years,A,RENT,credit_card,Fully Paid,Feb-2018
7050,12.29,110000.0,1 year,C,RENT,credit_card,Fully Paid,Jul-2015
23000,15.05,50000.0,4 years,C,RENT,debt_consolidation,Charged Off,Jun-2017
28800,9.49,67000.0,7 years,B,MORTGAGE,credit_card,Fully Paid,Jul-2016
4200,12.74,190000.0,3 years,C,OWN,credit_card,Charged Off,Jan-2017
13200,19.52,40000.0,7 years,E,RENT,debt_consolidation,Charged Off,Sep-2014
12000,13.99,55000.0,4 years,C,RENT,debt_consolidation,Current,Dec-2016
15000,7.89,89000.0,< 1 year,A,MORTGAGE,debt_consolidation,Charged Off,Jul-2015
15000,9.16,108500.0,1 year,B,RENT,debt_consolidation,Fully Paid,Jun-2016
19875,16.14,120000.0,4 years,C,MORTGAGE,other,Current,Aug-2018
10000,15.02,64000.0,,C,RENT,credit_card,Current,Nov-2018
7000,11.49,40000.0,2 years,B,RENT,major_purchase,Fully Paid,Jul-2016
20000,16.01,55000.0,2 years,C,RENT,credit_card,Current,Mar-2018
21000,13.49,115000.0,7 years,C,MORTGAGE,debt_consolidation,Fully Paid,Nov-2016
6800,11.49,37440.0,1 year,B,RENT,credit_card,Current,Mar-2017
15500,14.47,24500.0,10+ years,C,RENT,debt_consolidation,Current,Oct-2018
10000,12.49,65000.0,1 year,B,RENT,credit_card,Fully Paid,Oct-2014
10000,15.05,80000.0,10+ years,C,MORTGAGE,home_improvement,Current,Aug-2017
2800,7.39,65000.0,10+ years,A,RENT,debt_consolidation,Fully Paid,Apr-2016
14950,19.52,55000.0,7 years,E,MORTGAGE,debt_consolidation,Fully Paid,Sep-2014
8250,20.89,300000.0,4 years,D,RENT,debt_consolidation,Current,Sep-2018
9600,18.25,24000.0,1 year,E,RENT,debt_consolidation,Fully Paid,Sep-2015
16000,20.0,102000.0,3 years,D,MORTGAGE,debt_consolidation,Current,Nov-2017
21000,12.99,150000.0,8 years,C,RENT,debt_consolidation,Fully Paid,Aug-2014
11000,5.32,35000.0,< 1 year,A,MORTGAGE,debt_consolidation,Current,Jul-2017
9600,12.73,48000.0,< 1 year,C,RENT,debt_consolidation,Fully Paid,Apr-2010
9000,5.32,125000.0,2 years,A,RENT,credit_card,Current,Jul-2017
20000,7.35,120000.0,6 years,A,RENT,credit_card,Current,Jun-2017
7000,7.39,120000.0,10+ years,A,MORTGAGE,home_improvement,Fully Paid,Mar-2016
6500,11.99,31200.0,5 years,B,RENT,other,Fully Paid,Dec-2013
5500,8.9,68000.0,10+ years,A,RENT,debt_consolidation,Fully Paid,Jun-2012
28000,6.92,175000.0,6 years,A,MORTGAGE,debt_consolidation,Fully Paid,Apr-2015
23575,21.49,59800.0,6 years,D,RENT,other,Current,Nov-2016
3975,16.99,33000.0,2 years,D,RENT,debt_consolidation,Fully Paid,May-2014
40000,22.74,80000.0,4 years,E,MORTGAGE,debt_consolidation,Current,Nov-2016
11000,10.99,42000.0,4 years,B,RENT,debt_consolidation,Fully Paid,Mar-2015
10200,18.99,30000.0,8 years,E,OWN,other,Fully Paid,Nov-2015
34500,13.56,110700.0,8 years,C,MORTGAGE,debt_consolidation,Current,Jul-2018
17000,11.8,125000.0,3 years,B,MORTGAGE,debt_consolidation,Current,Dec-2018
5525,16.02,60000.0,5 years,C,MORTGAGE,other,Current,Jun-2017
10000,16.99,62260.0,,D,RENT,debt_consolidation,Fully Paid,Jul-2016
32000,14.49,130000.0,2 years,C,RENT,credit_card,Fully Paid,Oct-2014
4500,7.07,24000.0,9 years,A,RENT,debt_consolidation,Current,Nov-2017
12000,7.97,55000.0,6 years,A,RENT,debt_consolidation,Current,Aug-2017
13100,20.49,111625.0,10+ years,E,MORTGAGE,home_improvement,Charged Off,Apr-2014
12000,21.45,45000.0,3 years,D,RENT,debt_consolidation,Current,Aug-2017
15000,11.49,125000.0,10+ years,B,RENT,debt_consolidation,Charged Off,Aug-2016
20000,8.19,83200.0,10+ years,A,RENT,debt_consolidation,Fully Paid,Nov-2014
15000,6.49,42000.0,3 years,A,MORTGAGE,credit_card,Fully Paid,Jan-2016
20000,11.49,65000.0,4 years,B,MORTGAGE,debt_consolidation,Fully Paid,Nov-2015
16000,13.35,50000.0,6 years,C,OWN,debt_consolidation,Fully Paid,Jun-2014
5600,7.99,70000.0,8 years,A,MORTGAGE,credit_card,Fully Paid,Jun-2016
35000,13.99,260000.0,10+ years,C,RENT,debt_consolidation,Fully Paid,Apr-2015
16000,10.99,81200.0,10+ years,B,MORTGAGE,debt_consolidation,Fully Paid,Aug-2016
9475,19.42,53000.0,10+ years,D,MORTGAGE,debt_consolidation,Current,Mar-2018
10000,14.08,35000.0,3 years,C,RENT,other,Current,Oct-2017
13675,9.75,40928.0,4 years,B,MORTGAGE,debt_consolidation,Fully Paid,Apr-2016
3000,7.07,85000.0,10+ years,A,MORTGAGE,home_improvement,Current,Oct-2017
10000,23.4,45000.0,10+ years,E,MORTGAGE,home_improvement,Current,Sep-2018
7200,9.17,70000.0,< 1 year,B,RENT,car,Fully Paid,Oct-2015
15600,10.99,48000.0,10+ years,B,RENT,debt_consolidation,Fully Paid,Jun-2014
10000,8.39,40000.0,10+ years,A,RENT,credit_card,Fully Paid,Aug-2014
5000,7.97,81000.0,,A,MORTGAGE,credit_card,Current,Nov-2017
30000,18.06,98000.0,3 years,D,OWN,medical,Current,Jan-2018
16000,9.17,60000.0,10+ years,B,MORTGAGE,debt_consolidation,Charged Off,Jun-2015
12500,14.98,70000.0,8 years,C,RENT,debt_consolidation,Charged Off,Dec-2013
10000,7.99,105000.0,6 years,A,MORTGAGE,debt_consolidation,Current,Nov-2016
15000,13.49,45000.0,3 years,C,RENT,debt_consolidation,Current,Apr-2017
3500,13.99,42000.0,,C,MORTGAGE,major_purchase,Fully Paid,Apr-2017
6000,11.06,40000.0,5 years,B,RENT,debt_consolidation,Current,Jul-2018
10000,15.61,44000.0,5 years,D,MORTGAGE,credit_card,Fully Paid,May-2014
16000,16.99,46071.55,9 years,D,RENT,debt_consolidation,Fully Paid,Jan-2014
28000,16.99,115000.0,10+ years,D,MORTGAGE,home_improvement,Current,Apr-2017
30000,10.42,13728.0,< 1 year,B,RENT,credit_card,Current,Feb-2018
15000,5.32,160000.0,8 years,A,OWN,other,Fully Paid,Mar-2016
16000,15.99,80000.0,7 years,D,MORTGAGE,debt_consolidation,Current,Nov-2014
25000,15.61,80000.0,10+ years,D,MORTGAGE,home_improvement,Current,Jul-2015
5500,5.32,30000.0,,A,RENT,credit_card,Current,May-2017
5400,11.06,61000.0,< 1 year,B,RENT,credit_card,Current,Oct-2018
10225,16.29,27000.0,< 1 year,D,RENT,credit_card,Charged Off,May-2014
10000,9.58,65000.0,10+ years,B,MORTGAGE,major_purchase,Current,May-2018
33600,13.49,43368.0,10+ years,C,MORTGAGE,debt_consolidation,Current,May-2017
32500,15.61,114000.0,< 1 year,C,MORTGAGE,debt_consolidation,Fully Paid,Jan-2014
16000,7.89,46200.0,10+ years,A,RENT,debt_consolidation,Fully Paid,Oct-2015
18000,15.99,90000.0,10+ years,D,MORTGAGE,debt_consolidation,Charged Off,Jan-2015
30000,20.0,68640.0,10+ years,D,MORTGAGE,debt_consolidation,Current,Nov-2017
14000,14.65,50000.0,2 years,C,RENT,major_purchase,Fully Paid,Jul-2015
20000,6.03,93000.0,7 years,A,RENT,debt_consolidation,Fully Paid,Mar-2013
30800,10.91,98000.0,3 years,B,RENT,debt_consolidation,Current,Jul-2017
1000,10.91,120000.0,5 years,B,RENT,major_purchase,Current,Oct-2017
10000,8.81,42000.0,,A,RENT,debt_consolidation,Current,Nov-2018
7225,7.99,92000.0,5 years,A,MORTGAGE,credit_card,Fully Paid,Apr-2017
20000,16.01,71000.0,10+ years,C,MORTGAGE,debt_consolidation,Current,Apr-2018
7200,21.85,30000.0,10+ years,D,MORTGAGE,credit_card,Charged Off,Mar-2018
10000,14.33,39350.0,10+ years,C,MORTGAGE,credit_card,Fully Paid,Jun-2013
9500,10.99,70000.0,7 years,B,MORTGAGE,home_improvement,Fully Paid,Oct-2013
20000,7.69,123000.0,10+ years,A,MORTGAGE,debt_consolidation,Fully Paid,Oct-2014
8500,12.13,73000.0,5 years,B,OWN,other,Current,Jun-2018
14000,8.9,70000.0,10+ years,A,MORTGAGE,debt_consolidation,Fully Paid,Nov-2013
12000,10.49,45000.0,10+ years,B,RENT,debt_consolidation,Current,Jul-2016
11500,11.31,83000.0,10+ years,B,MORTGAGE,credit_card,Current,Nov-2018
8000,12.62,60000.0,1 year,C,RENT,credit_card,Fully Paid,May-2017
12500,8.19,25000.0,10+ years,A,OWN,debt_consolidation,Fully Paid,Jan-2015
20000,10.75,88000.0,10+ years,B,MORTGAGE,debt_consolidation,Fully Paid,Mar-2016
12000,18.94,46000.0,3 years,D,RENT,debt_consolidation,Current,Sep-2018
15000,11.47,200000.0,9 years,B,RENT,debt_consolidation,Fully Paid,Feb-2016
15000,14.33,40000.0,< 1 year,C,RENT,credit_card,Fully Paid,Jul-2013
26000,11.8,270000.0,10+ years,B,RENT,debt_consolidation,Current,Dec-2018
5600,19.92,63000.0,10+ years,D,RENT,vacation,Current,Jul-2018
24000,15.02,56000.0,,C,OWN,debt_consolidation,Fully Paid,Dec-2018
25000,13.56,80000.0,10+ years,C,RENT,debt_consolidation,Current,Sep-2018
35000,8.18,800000.0,10+ years,B,MORTGAGE,major_purchase,Fully Paid,Sep-2015
7200,14.47,39000.0,2 years,C,OWN,debt_consolidation,Current,Sep-2018
15000,15.22,130000.0,5 years,C,MORTGAGE,home_improvement,Fully Paid,Aug-2013
35000,11.55,48000.0,10+ years,B,MORTGAGE,credit_card,Current,Jul-2018
24550,14.33,70000.0,10+ years,C,RENT,credit_card,Fully Paid,Feb-2013
4800,11.44,53000.0,< 1 year,B,RENT,other,Fully Paid,Nov-2014
11750,11.49,38000.0,2 years,B,MORTGAGE,credit_card,Fully Paid,Aug-2016
25000,7.21,70000.0,5 years,A,MORTGAGE,home_improvement,Current,Jul-2018
19200,16.02,40000.0,< 1 year,C,OWN,debt_consolidation,Fully Paid,Aug-2017
25000,9.17,92000.0,3 years,B,MORTGAGE,debt_consolidation,Fully Paid,Oct-2015
5000,11.47,48000.0,6 years,B,MORTGAGE,debt_consolidation,Current,Apr-2016
24575,19.72,55000.0,9 years,D,RENT,debt_consolidation,Fully Paid,Feb-2013
4800,14.08,56000.0,6 years,C,MORTGAGE,debt_consolidation,Current,Feb-2018
4000,15.61,51209.0,10+ years,D,RENT,other,Fully Paid,Oct-2015
10000,5.32,60000.0,2 years,A,RENT,credit_card,Current,Aug-2016
24000,9.16,158800.0,10+ years,B,OWN,home_improvement,Fully Paid,Feb-2016
10000,9.44,65000.0,1 year,B,MORTGAGE,debt_consolidation,Current,Dec-2017
15600,20.0,38000.0,1 year,D,RENT,debt_consolidation,Current,Jul-2017
1500,22.74,19000.0,< 1 year,E,OWN,other,Fully Paid,Nov-2016
36000,9.93,42000.0,< 1 year,B,MORTGAGE,debt_consolidation,Late (16-30 days),Sep-2017
28000,7.26,170000.0,10+ years,A,RENT,debt_consolidation,Fully Paid,Jul-2015
35000,25.29,220000.0,6 years,E,MORTGAGE,debt_consolidation,Charged Off,Oct-2016
12000,9.17,27000.0,2 years,B,MORTGAGE,debt_consolidation,Fully Paid,Sep-2015
5500,14.46,13800.0,,C,RENT,debt_consolidation,Fully Paid,Mar-2016
14400,17.97,47000.0,4 years,D,OWN,debt_consolidation,Current,Aug-2018
21000,10.49,59000.0,< 1 year,B,RENT,credit_card,Current,Jan-2015
30000,8.08,250000.0,10+ years,A,OWN,debt_consolidation,Current,Jun-2018
27200,17.99,175000.0,2 years,D,OWN,home_improvement,Fully Paid,Jul-2016
22500,15.61,125000.0,10+ years,C,MORTGAGE,debt_consolidation,Charged Off,Dec-2013
8500,8.18,40000.0,9 years,B,MORTGAGE,debt_consolidation,Charged Off,Nov-2015
6000,6.49,35000.0,4 years,A,RENT,credit_card,Fully Paid,Mar-2016
15000,12.99,43000.0,< 1 year,C,RENT,debt_consolidation,Fully Paid,Jul-2014
15350,16.55,50000.0,10+ years,D,MORTGAGE,credit_card,Current,Nov-2015
35000,15.61,160000.0,6 years,D,RENT,credit_card,Fully Paid,Aug-2014
14400,19.99,183000.0,10+ years,D,RENT,debt_consolidation,Current,Nov-2016
28000,8.9,112000.0,3 years,A,RENT,debt_consolidation,Fully Paid,Dec-2013
30000,7.49,157000.0,6 years,A,MORTGAGE,credit_card,Fully Paid,Jan-2015
20000,11.67,66000.0,10+ years,B,MORTGAGE,home_improvement,Current,Jul-2014
15000,13.18,100000.0,6 years,C,MORTGAGE,debt_consolidation,Charged Off,Nov-2015
12000,11.06,121000.0,10+ years,B,MORTGAGE,house,Current,Nov-2018
8600,18.49,28728.0,,D,RENT,credit_card,Fully Paid,Apr-2013
3500,10.49,50000.0,3 years,B,OWN,major_purchase,Current,Feb-2017
30000,12.61,137000.0,10+ years,C,MORTGAGE,debt_consolidation,Current,Mar-2018
12000,14.65,60000.0,1 year,C,RENT,car,Fully Paid,Jul-2015
12000,10.16,110792.0,10+ years,B,MORTGAGE,other,Fully Paid,Jun-2013
10000,10.42,40000.0,2 years,B,RENT,debt_consolidation,Fully Paid,Sep-2017
12000,5.93,39000.0,5 years,A,RENT,credit_card,Fully Paid,May-2015
